numero_registro;sector;tipo;subtipo;denominacion;plazas_autorizadas_numero;municipio_codigo;municipio_nombre;direccion_via_tipo;direccion_via_codigo;direccion_via_nombre;direccion_portal;direccion_codigo_postal;direccion_mancomunidad;direccion_area;direccion_distrito;direccion_demarcacion;direccion_zonass;direccion_coor_y;direccion_coor_x;contacto_telefono;contacto_correo;entidad_denominacion;entidad_nif;entidad_naturaleza;tipo_gestion
C4904;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;ALUS SALUD, CENTRO DE DIA TERAPEUTICO;60;127;Rozas de Madrid, Las;CALLE;A0001;Adolfo Pérez Esquivel;3;28232;;Oeste;Noroeste;Las Rozas de Madrid;Las Rozas II;4486558;424486;910114900 / 616752534;"carolina@alussalud.es;administracion@alussalud.es";ALUS SALUD S.L.;B86299005;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C4908;Otros grupos en situación de necesidad;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;LAKOMA MADRID, CENTRO DE DIA-CENTRO ABIERTO;75;079;Madrid;CALLE;06371;de Villaamil;78;28039;;Madrid capital;Tetuán;Tetuán 2;Berruguete;4479259;439980;914507009 / 609016992;lakomamadrid@lakoma.org;ASOCIACION LAKOMA MADRID;G79075040;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4909;Presos y ex reclusos;CENTROS RESIDENCIALES;PISOS TUTELADOS;PROYECTO JAVIER, PISO TUTELADO;12;079;Madrid;CALLE;09941;de Mudela;134;28053;;Madrid capital;Puente de Vallecas;Puente de Vallecas 2;Entrevías;4470125;442444;"656806137;915070275";javier@horizontesabiertos.org;FUNDACION PADRE GARRALDA - HORIZONTES ABIERTOS;G83618850;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4910;Personas con enfermedad mental crónica;CENTROS RESIDENCIALES;PISOS TUTELADOS;HERMANOS SAN JUAN DE DIOS, PISO TUTELADO 8 (PP-8);6;013;Aranjuez;CALLE;A0254;de San Pascual;89;28300;;Este;Sureste;Aranjuez;Este;4431385;448876;91 893 00 01 / 657 88 09 08;ciempozuelos@sjd.es;CASA COMUNIDAD ORDEN HOSPITALARIA SAN JUAN DE DIOS PROVINCIA BETICA;R2800842C;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4911;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;APANID, RESIDENCIA  EL PRADO;15;065;Getafe;PASEO;60694;de Tiselius;9;28906;;Sur;Getafe;Centro Norte;Centro-San Isidro;4458480;436861;916815511 / 607750125;elprado@apanid.es;ASOCIACIÓN DE PADRES Y AMIGOS DE NIÑOS DIFERENTES DE GETAFE, COMUNIDAD DE MADRID Y TERRITORIO NACIONAL (APANID);G28389443;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C4920;Personas sin hogar;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;FUNDACION SAN MARTIN DE PORRES, VIVIENDA COMUNITARIA ALMENDRALEJO;3;079;Madrid;CALLE;06586;de Almendralejo;8;28019;;Madrid capital;Carabanchel;Carabanchel 1;San Isidro;4472155;437633;91 428 11 70;fundacion@fundacionsmp.org;FUNDACION BENEFICO PARTICULAR SAN MARTIN DE PORRES;G28763712;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4923;Personas sin hogar;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;FUNDACION SAN MARTIN DE PORRES, VIVIENDA COMUNITARIA DOCTOR ZOFIO;3;079;Madrid;CALLE;01775;del Doctor Zofío;1;28019;;Madrid capital;Carabanchel;Carabanchel 1;San Isidro;4471866;437353;91 428 11 70;fundacion@fundacionsmp.org;FUNDACION BENEFICO PARTICULAR SAN MARTIN DE PORRES;G28763712;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4924;Personas sin hogar;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;FUNDACION SAN MARTIN DE PORRES, VIVIENDA COMUNITARIA COMANDANTE FONTANES;3;079;Madrid;CALLE;01410;del Comandante Fontanes;49;28019;;Madrid capital;Carabanchel;Carabanchel 1;San Isidro;4471865;438487;91 428 11 70;fundacion@fundacionsmp.org;FUNDACION BENEFICO PARTICULAR SAN MARTIN DE PORRES;G28763712;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4925;Personas sin hogar;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;FUNDACION SAN MARTIN DE PORRES, VIVIENDA COMUNITARIA TAUSTE;4;079;Madrid;PLAZA;05965;de Tauste;4;28047;;Madrid capital;Latina;Latina 1;Los Cármenes;4471947;437276;91 428 11 70;fundacion@fundacionsmp.org;FUNDACION BENEFICO PARTICULAR SAN MARTIN DE PORRES;G28763712;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4936;Personas con discapacidad intelectual;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;APANID, CENTRO DE DIA  EL PRADO;30;065;Getafe;PASEO;60694;de Tiselius;9;28906;;Sur;Getafe;Centro Norte;Centro-San Isidro;4458480;436861;916815511 / 607750125;elprado@apanid.es;ASOCIACIÓN DE PADRES Y AMIGOS DE NIÑOS DIFERENTES DE GETAFE, COMUNIDAD DE MADRID Y TERRITORIO NACIONAL (APANID);G28389443;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C4944;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;MANZANARES, CENTRO MUNCIPAL DE MAYORES;182;079;Madrid;CALLE;03379;de la Lanzada;2;28008;;Madrid capital;Moncloa-Aravaca;Moncloa;Casa de Campo;4475673;437769;917580580;"sanchezgmag@madrid.es;estringanasy@madrid.es";AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C4946;Personas sin hogar;CENTROS RESIDENCIALES;PISOS TUTELADOS;FUNDACION SAN MARTIN DE PORRES, PISO TUTELADO CHINDASVINTO, 1º;4;079;Madrid;CALLE;01638;de Chindasvinto;78;28019;;Madrid capital;Carabanchel;Carabanchel 1;San Isidro;4471908;437876;91 428 11 70;fundacion@fundacionsmp.org;FUNDACION BENEFICO PARTICULAR SAN MARTIN DE PORRES;G28763712;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4947;Personas sin hogar;CENTROS RESIDENCIALES;PISOS TUTELADOS;FUNDACION SAN MARTIN DE PORRES, PISO TUTELADO CHINDASVINTO,2º;8;079;Madrid;CALLE;01638;de Chindasvinto;78;28019;;Madrid capital;Carabanchel;Carabanchel 1;San Isidro;4471908;437876;91 428 11 70;fundacion@fundacionsmp.org;FUNDACION BENEFICO PARTICULAR SAN MARTIN DE PORRES;G28763712;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4952;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;ESFINGE, CENTRO MUNICIPAL DE DIA;175;079;Madrid;CALLE;02018;de la Esfinge;35;28022;;Madrid capital;San Blas;San Blas;Canilllejas;4477167;448338;917547732 / 689846530;mprodriguezr@clece.es;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C4953;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;PISOS TUTELADOS;APAFAM, PISO TUTELADO;7;030;Cabrera, La;CALLE;00131;de los Colegios;34;28751;MANCOMUNIDAD SIERRA NORTE;Norte;Sierra;Sierra Norte;Bustarviejo;4524813;448731;918694265 618886633;apafam2000@yahoo.es;APAFAM (ASOCIACION DE PADRES, FAMILIARES Y AMIGOS DE PERSONAS CON DISCAPACIDAD );G81340192;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C4954;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;PISOS TUTELADOS;CASA HOGAR SAN RAFAEL;8;047;Collado Villalba;CALLE;A0180;Marcelo Martín Bravo;4;28400;;Norte;Sierra;Collado Villalba;Collado Villalba Estación II;4497727;414520;91 851 47 79;asoctobias@yahoo.es;ASOCIACION TOBIAS;G81661225;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C4956;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;PRADOS DE TORREJON, CENTRO MUNICIPAL DE MAYORES;200;115;Pozuelo de Alarcón;AVDA;A0394;Juan XXIII;S/N;28224;;Oeste;Noroeste;Pozuelo de Alarcón;Pozuelo: Estación I;;;913523105;c.familiayasuntossociales@pozuelodealarcon.org;AYUNTAMIENTO DE POZUELO DE ALARCON;P2811500D;PÚBLICA;PRIVADA TOTAL
C4957;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;CENTRO DE DIA MUNICIPAL FATIMA DE MADRID;145;079;Madrid;CALLE;05806;de Sierra de los Filabres;15;28038;;Madrid capital;Puente de Vallecas;Puente de Vallecas 1;Numancia;4472189;443409;915520181 / 679639587;mgonzalezg@clece.es;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C4958;Personas con enfermedad mental crónica;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;SOPORTE SOCIAL DISTRITO CENTRO LAS LETRAS, CENTRO DE DIA;50;079;Madrid;CSTAN;01680;de los Desamparados;17;28014;;Madrid capital;Centro;Centro 1;Cortes;4473708;440894;914202194 914202198;elvira.lidon@fundacionsmp.org;FUNDACION BENEFICO PARTICULAR SAN MARTIN DE PORRES;G28763712;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C4959;Personas con discapacidad física;CENTROS DE REHABILITACIÓN;CENTROS DE REHABILITACIÓN: OTROS;PARKINSON MADRID, CENTRO INTEGRAL MADRID RETIRO;110;079;Madrid;CALLE;10396;del Poeta Esteban de Villegas;12;28014;;Madrid capital;Retiro;Retiro;Jerónimos;4473282;442265;91 434 04 06;direccion@parkinsonmadrid.org;ASOCIACION PARKINSON MADRID;G80974710;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C4961;Otros grupos en situación de necesidad;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;CENTRO SOCIAL VICENTE FERRER, CENTRO MUNICIPAL DE DIA;70;161;Valdemoro;AVDA;E0048;de España;117;28341;;Este;Sureste;Valdemoro;Valdemoro 1;4448156;440902;918099671 / 686 53 84 02;"tdjalmendrosz@valdemoro.es;cooperacionyvoluntariado@valdemoro.es";AYUNTAMIENTO DE VALDEMORO;P2816100H;PÚBLICA;PRIVADA TOTAL
C4962;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;VIRGEN DEL PILAR, CENTRO DE DIA INTEGRADO EN LA RESIDENCIA;13;022;Boadilla del Monte;CALLE;A0075;de los Mártires;14;28660;;Oeste;Suroeste;Villaviciosa de Odón;Boadilla del Monte;4473519;425548;916330375;"info@residenciavirgendelpilar.es;milagrosa.bueno@residenciavirgendelpilar.es;josea.perez@gestimusa.com";RESIDENCIAS SANTOS S.L.;B80906761;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C4964;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;PISOS TUTELADOS;ALEPH-TEA, PISO TUTELADO PARQUE BUJARUELO;5;007;Alcorcón;CALLE;02577;del Parque Bujaruelo;4;28924;;Oeste;Alcorcón;Valderas;Valderas II;4466508;431297;692 668 770;roberto.martin@aleph-tea.org;ASOCIACIÓN LIBRE PARA LA EDUCACIÓN PERSONALIZADA Y HUMANA DE LOS TRASTORNOS DEL ESPECTRO AUTISTA: ALEPH-TEA;G83402669;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4982;Personas con discapacidad intelectual;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;FUNDACION APROCOR  FROMISTA , CENTRO OCUPACIONAL;100;079;Madrid;CALLE;45747;de Fromista;13;28050;;Madrid capital;Fuencarral-El Pardo;Fuencarral 2;Valverde;4484622;442832;918437772 / 690012767;"comunicacion@fundacionaprocor.org;paula.ruiz@fundacionaprocor.com";FUNDACION APROCOR;G81985558;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C4983;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;CENTRO MUNICIPAL DE MAYORES LOS PINOS, CENTRO DE DIA;198;005;Alcalá de Henares;CALLE;A0169;Chorrillo;5;28806;;Este;Medio-Este;Alcalá II: Campo Ángel-Chorrillo;Distrito 8;4481853;468110;91 879 85 79;cmayores@ayto-alcaladehenares.es;AYUNTAMIENTO DE ALCALA DE HENARES;P2800500G;PÚBLICA;PRIVADA TOTAL
C4989;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;CENTRO DE MAYORES DE  LOECHES, CENTRO DE DIA;88;075;Loeches;AVDA;C0032;María Moliner;1;28890;MANCOMUNIDAD ESTE DE MADRID;Este;Medio-Este;Campo Real;Campo Real;4470594;464810;918867030;concejaliaasuntossociales@loeches.es;AYUNTAMIENTO DE LOECHES;P2807500J;PÚBLICA;PRIVADA TOTAL
C4990;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;JOSE VILLARREAL, CENTRO MUNICIPAL DE DIA INTEGRADO;125;079;Madrid;CALLE;02671;de Guillermo de Osma;14;28045;;Madrid capital;Arganzuela;Arganzuela;Chopera;4471801;440789;911969425 / 663060978;cdjvillareal@ilunionvidasenior.com;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C4994;Personas con discapacidad intelectual;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;FUNDACION BETESDA GRAN VIA DE HORTALEZA, CENTRO DE DIA;39;079;Madrid;AVDA;11656;de la Gran Vía de Hortaleza;27;28043;;Madrid capital;Hortaleza;Hortaleza;Pinar del Rey;4479853;444810;91 388 25 01 / 609 551 078;gerencia@fundacionbetesda.org;FUNDACION BETESDA;G81111502;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C4995;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;FUNDACION BETESDA GRAN VIA DE HORTALEZA, CENTRO RESIDENCIAL;52;079;Madrid;AVDA;11656;de la Gran Vía de Hortaleza;27;28043;;Madrid capital;Hortaleza;Hortaleza;Pinar del Rey;4479853;444810;91 388 25 01 / 609 551 078;gerencia@fundacionbetesda.org;FUNDACION BETESDA;G81111502;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C4997;Personas con discapacidad intelectual;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;FUNDACION BETESDA GRAN VIA DE HORTALEZA, CENTRO OCUPACIONAL;75;079;Madrid;AVDA;11656;de la Gran Vía de Hortaleza;27;28043;;Madrid capital;Hortaleza;Hortaleza;Pinar del Rey;4479853;444810;913882501;gerencia@fundacionbetesda.org;FUNDACION BETESDA;G81111502;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C5002;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;VILLA VALLECAS, CENTRO MUNICIPAL DE DIA DE MAYORES;45;079;Madrid;CALLE;45214;de Fuentidueña;16;28031;;Madrid capital;Villa de Vallecas;Villa de Vallecas;Casco Histórico de Vallecas;4469084;447197;916106573 / 650974696;cdvilladevallecas@eulen.com;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C5003;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;CASINO DE LA REINA, CENTRO MUNICIPAL DE DIA;65;079;Madrid;CALLE;01200;del Casino;5;28005;;Madrid capital;Centro;Centro 2;Embajadores;4473129;440152;919907717 / 664633086;mjrodriguez@ilunionvidasenior.com;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C5004;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;ARGANZUELA, CENTRO MUNICIPAL DE DIA INTEGRADO;65;079;Madrid;CALLE;01024;de las Canarias;17;28045;;Madrid capital;Arganzuela;Arganzuela;Palos de Moguer;4472632;440983;918330672 / 663060976;cdarganzuela@ilunionvidasenior.com;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C5005;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;LEÑEROS, CENTRO MUNICIPAL DE DIA;75;079;Madrid;CALLE;03421;de Leñeros;25;28039;;Madrid capital;Tetuán;Tetuán 1;Bellas Vistas;4478390;439858;917547727 / 671540612;cdleneros@ilunionvidasenior.com;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C5006;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;PABLO NERUDA, CENTRO MUNICIPAL DE DIA;45;079;Madrid;CALLE;11138;de Gerardo Diego;8;28018;;Madrid capital;Puente de Vallecas;Puente de Vallecas 2;Palomeras Sureste;4470717;445304;913806840 / 696187783;alopezre@clece.es;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C5008;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;NICANOR BARROSO, CENTRO MUNICIPAL DE DIA;65;079;Madrid;CALLE;01960;de la Encomienda de Palacios;190;28030;;Madrid capital;Moratalaz;Moratalaz;Fontarrón;4472235;445514;918429849 / 690957589;splaza@clece.es;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C5012;Personas mayores;CENTROS RESIDENCIALES;CENTROS RESIDENCIALES: OTROS;RETIRO, CENTRO RESIDENCIAL DE APARTAMENTOS MUNICIPALES PARA MAYORES;32;079;Madrid;CALLE;03158;de José Martínez de Velasco;22;28007;;Madrid capital;Retiro;Retiro;Estrella;4474000;443347;915571319;sarriero@clece.es;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C5013;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;RETIRO, CENTRO MUNICIPAL DE DIA;45;079;Madrid;CALLE;03158;de José Martínez de Velasco;22;28007;;Madrid capital;Retiro;Retiro;Estrella;4474000;443347;915571319 / 682228530;aguerreroo@clece.es;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C5032;Infancia;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;ASPAS CENTRO DE ATENCION TEMPRANA;15;079;Madrid;CALLE;01922;de Elvira;17;28028;;Madrid capital;Salamanca;Salamanca 1;Fuente del Berro;4474832;443572;917250745 / 628466873;direccion@aspasmadrid.org;ASOCIACION DE PADRES Y AMIGOS DE LOS SORDOS (ASPAS);G28653111;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C5041;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;TORREJON DE ARDOZ, CENTRO DE DIA;44;148;Torrejón de Ardoz;AVDA;00143;Madrid;1;28850;;Este;Centro-Este;Torrejón de Ardoz;Bº del Carmen, Bilbao, Orbasa;4479381;459673;916560912;coordinacion.cdm.torrejonardoz@sanivida.es;COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y ASUNTOS SOCIALES);S7800001E;PÚBLICA;PROPIA DE GESTIÓN INDIRECTA
C5042;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;SANITAS CLARA DEL REY, CENTRO DE DÍA;95;079;Madrid;CALLE;01363;de Clara del Rey;36;28002;;Madrid capital;Chamartín;Chamartín 1;Prosperidad;4477203;443305;910142439;ymg@sanitas.es;SANITAS MAYORES, S.L.;B58937178;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C5062;Familia;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;COMEDOR SOCIAL MENSAJEROS DE LA PAZ, CENTRO DE DIA;80;079;Madrid;CALLE;05961;del Cabo de Tarifa;2;28053;;Madrid capital;Puente de Vallecas;Puente de Vallecas 2;Entrevías;4469173;443862;91 364 39 36;info@mensajerosdelapaz.com;FUNDACION MENSAJEROS DE LA PAZ;G82040684;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C5064;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;ANTONIO MINGOTE, CENTRO DE DIA PARA PERSONAS MAYORES;64;014;Arganda del Rey;CALLE;C0012;Bolivia;29;28500;;Este;Sureste;Arganda del Rey;Zona 2;4462031;461523;918747634;coordinacion.cdm.amingote@sanivida.es;AYUNTAMIENTO DE ARGANDA DEL REY;P2801400I;PÚBLICA;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C5069;Personas sin hogar;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;CEDIA 24HH, CENTRO DE DIA;70;079;Madrid;CALLE;01597;de Cuart de Poblet;11;28047;;Madrid capital;Latina;Latina 1;Lucero;4472250;436754;915416512;cedia@caritasmadrid.org;CARITAS DIOCESANA DE MADRID;R2800135B;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C5070;Personas con enfermedad mental crónica;CENTROS RESIDENCIALES;PISOS TUTELADOS;ISIDORO LEZCANO, PISO TUTELADO;8;079;Madrid;CALLE;02244;del Fomento;5;28013;;Madrid capital;Centro;Centro 2;Palacio;4474642;439789;"676771221;615149688;918427679";"direccioncf-moralzarzal@cruzblanca.org;superiorcf-torrelodones@cruzblanca.org";CASA DE SAN FRANCISCO DE ASIS INSTITUTO FRANCISCO DE CRUZ BLANCA;R7900073C;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C5071;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;CASABLANCA GRIÑON, RESIDENCIA DE PERSONAS MAYORES;131;066;Griñón;AVDA;00539;de Albéniz;8;28971;MANCOMUNIDAD SUROESTE;Sur;Medio-Sur;Griñón;Griñón;4452773;427540;"918 141 511;686 769 272";"infogrinon@grupocasablanca.es;direcciongrinon@grupocasablanca.com";CASABLANCA GRIÑÓN, S.L.;B02960045;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C5072;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;LA REMONTA, CENTRO DE DIA;45;079;Madrid;PLAZA;40782;de La Remonta;12;28039;;Madrid capital;Tetuán;Tetuán 2;Valdeacederas;4479432;440844;917547735 / 671540796;cdremonta@ilunionvidasenior.com;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C5073;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;PAMPLONA, CENTRO DE DIA;235;079;Madrid;CALLE;04519;de Pamplona;14;28039;;Madrid capital;Tetuán;Tetuán 1;Bellas Vistas;4478452;440199;917547736 / 671541807;cdpamplona@ilunionvidasenior.com;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C5074;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;CENTRO DE MAYORES PAMPLONA, CENTRO DE DIA;270;079;Madrid;CALLE;04519;de Pamplona;14;28039;;Madrid capital;Tetuán;Tetuán 1;Bellas Vistas;4478452;440199;91 398 23 85;carogml@madrid.es;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C5075;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;CENTRO DE MAYORES LA REMONTA, CENTRO DE DIA;373;079;Madrid;PLAZA;40782;de La Remonta;12;28039;;Madrid capital;Tetuán;Tetuán 2;Valdeacederas;4479432;440844;914250562;carogml@madrid.es;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C5085;Personas sin hogar;CENTROS RESIDENCIALES;PISOS TUTELADOS;HOGARES VIVIDOS OROVILLA  6A PISO TUTELADO;3;079;Madrid;AVDA;11845;Orovilla;40;28041;;Madrid capital;Villaverde;Villaverde;Los Rosales;4468055;441411;914726106;provivienda@provivienda.org;ASOCIACION PROVIVIENDA;G79408696;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C5090;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;GERONTOS PEDREZUELA, RESIDENCIA DE PERSONAS MAYORES;88;108;Pedrezuela;CALLE;00111;de las Eras;96;28723;MANCOMUNIDAD VEGA DEL GUADALIX;Norte;Sierra;Miraflores de la Sierra-El Molar;El Molar;4510442;448779;918434802 / 605965162;"gerontos@msn.com;gerontospersonal@gmail.com";A.S.H. GERONTOS, S.L.;B81736449;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C5091;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;ISAAC RABIN, CENTRO DE DIA PARA PERSONAS MAYORES;65;079;Madrid;AVDA;04198;de Moratalaz;134;28030;;Madrid capital;Moratalaz;Moratalaz;Vinateros;4473106;445108;913339758 / 619492127;rgaliano@clece.es;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C5092;Personas con enfermedad mental crónica;CENTROS RESIDENCIALES;PISOS TUTELADOS;BEASAIN, PISO TUTELADO;4;079;Madrid;CALLE;46042;de Beasain;25;28041;;Madrid capital;Usera;Usera;Orcasitas;4468724;439214;914282626;pdurante@walkredi.org;WALK REHABILITACIÓN Y DESARROLLO INTEGRAL S.L.;B83119834;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C5106;Infancia y Adolescencia;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;CAMPUS UNIDOS,  OTRAS  RESIDENCIAS;99;025;Brea de Tajo;CTRA;A0061;Comarcal M-211;26,4;28596;MANCOMUNIDAD MISECAM;Este;Sureste;Villarejo de Salvanés;Villarejo de Salvanés;;;918290675;"epalomarg@ginso.org;a.buale@recurra.com";ASOCIACION PARA LA GESTION DE LA INTEGRACION SOCIAL;G83034793;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C5107;Personas con discapacidad física;CENTROS DE REHABILITACIÓN;CENTROS DE RECUPERACIÓN;CARMEN RODRIGUEZ, CENTRO DE REHABILITACION;100;079;Madrid;CALLE;01575;del Cromo;5;28045;;Madrid capital;Arganzuela;Arganzuela;Legazpi;4471289;441585;917512013 647620736;apanefa@apanefa.org;DAÑO CEREBRAL MADRID - APANEFA;G80978216;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C5108;Adolescencia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISOS DE RIVAS 2C;8;123;Rivas-Vaciamadrid;AVDA;00720;de José Hierro;34;28522;;Este;Sureste;Rivas-Vaciamadrid;Rivas-Vaciamadrid I;4467008;454396;"916663377; 915400245";direccion.rivas.adolesc@samu.es;COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y ASUNTOS SOCIALES);S7800001E;PÚBLICA;PROPIA DE GESTIÓN INDIRECTA
